character	guide_name	KEGG_pathway	nt_1_merged	nt_2_merged	targeting_1_merged	targeting_2_merged
non-essential	yphDb2546_878	K23546 yphD; sugar transport system permease protein	482	509	677	788
non-essential	yphEb2547_20	K23547 yphE; sugar transport system ATP-binding protein	574	594	972	900
non-essential	yphEb2547_212	K23547 yphE; sugar transport system ATP-binding protein	398	407	612	648
non-essential	yphEb2547_415	K23547 yphE; sugar transport system ATP-binding protein	475	553	876	882
non-essential	yphEb2547_604	K23547 yphE; sugar transport system ATP-binding protein	442	502	744	746
non-essential	yphEb2547_756	K23547 yphE; sugar transport system ATP-binding protein	579	625	958	973
non-essential	yphEb2547_826	K23547 yphE; sugar transport system ATP-binding protein	428	477	738	705
non-essential	yphEb2547_933	K23547 yphE; sugar transport system ATP-binding protein	574	627	912	814
non-essential	yphEb2547_1101	K23547 yphE; sugar transport system ATP-binding protein	479	524	743	798
non-essential	yphEb2547_1254	K23547 yphE; sugar transport system ATP-binding protein	452	534	863	806
non-essential	yphEb2547_1479	K23547 yphE; sugar transport system ATP-binding protein	634	613	971	967
non-essential	yphFb2548_54	K23545 yphF; sugar transport system substrate-binding protein	528	519	948	798
non-essential	yphFb2548_160	K23545 yphF; sugar transport system substrate-binding protein	733	715	855	885
non-essential	yphFb2548_260	K23545 yphF; sugar transport system substrate-binding protein	508	523	819	781
non-essential	yphFb2548_375	K23545 yphF; sugar transport system substrate-binding protein	407	479	740	761
non-essential	yphFb2548_432	K23545 yphF; sugar transport system substrate-binding protein	495	522	936	789
non-essential	yphFb2548_499	K23545 yphF; sugar transport system substrate-binding protein	546	596	874	960
non-essential	yphFb2548_602	K23545 yphF; sugar transport system substrate-binding protein	544	536	831	737
non-essential	yphFb2548_708	K23545 yphF; sugar transport system substrate-binding protein	449	556	597	597
non-essential	yphFb2548_865	K23545 yphF; sugar transport system substrate-binding protein	249	291	469	448
non-essential	yphFb2548_897	K23545 yphF; sugar transport system substrate-binding protein	369	424	610	567
non-essential	yphGb2549_7	nan	538	681	838	792
non-essential	yphGb2549_446	nan	515	519	849	795
non-essential	yphGb2549_986	nan	557	560	839	862
non-essential	yphGb2549_1158	nan	557	560	1019	944
non-essential	yphGb2549_1392	nan	528	560	920	867
non-essential	yphGb2549_1823	nan	346	370	580	584
non-essential	yphGb2549_2146	nan	326	324	475	459
non-essential	yphGb2549_2452	nan	365	327	571	550
non-essential	yphGb2549_2661	nan	330	357	562	549
non-essential	yphGb2549_3009	nan	517	555	833	766
non-essential	yphHb2550_36	nan	549	662	917	940
non-essential	yphHb2550_166	nan	407	473	254	277
non-essential	yphHb2550_287	nan	405	443	710	671
non-essential	yphHb2550_582	nan	611	688	581	656
non-essential	yphHb2550_675	nan	454	440	636	693
non-essential	yphHb2550_825	nan	489	462	706	691
non-essential	yphHb2550_940	nan	445	448	688	615
non-essential	yphHb2550_984	nan	493	548	669	666
non-essential	yphHb2550_1161	nan	335	367	387	437
non-essential	glyAb2551_6	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	475	514	0	2
non-essential	glyAb2551_239	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	528	555	211	307
non-essential	glyAb2551_286	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	381	351	119	193
non-essential	glyAb2551_400	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	533	540	429	454
non-essential	glyAb2551_574	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	250	284	42	66
non-essential	glyAb2551_652	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	31	26	42	44
non-essential	glyAb2551_828	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	619	677	694	728
non-essential	glyAb2551_947	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	616	693	398	467
non-essential	glyAb2551_1059	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	493	511	763	744
non-essential	glyAb2551_1206	K00600 glyA; glycine hydroxymethyltransferase [EC:2.1.2.1]	586	615	20	46
non-essential	hmpb2552_178	K05916 hmp; nitric oxide dioxygenase [EC:1.14.12.17]	351	373	542	541
non-essential	hmpb2552_371	K05916 hmp; nitric oxide dioxygenase [EC:1.14.12.17]	420	461	700	626
non-essential	hmpb2552_598	K05916 hmp; nitric oxide dioxygenase [EC:1.14.12.17]	295	382	572	525
non-essential	hmpb2552_678	K05916 hmp; nitric oxide dioxygenase [EC:1.14.12.17]	417	459	513	641
non-essential	hmpb2552_738	K05916 hmp; nitric oxide dioxygenase [EC:1.14.12.17]	235	256	316	347
non-essential	hmpb2552_1001	K05916 hmp; nitric oxide dioxygenase [EC:1.14.12.17]	358	363	422	418
non-essential	hmpb2552_1157	K05916 hmp; nitric oxide dioxygenase [EC:1.14.12.17]	408	411	589	688
non-essential	glnBb2553_43	K04751 glnB; nitrogen regulatory protein P-II 1	417	436	391	461
non-essential	glnBb2553_242	K04751 glnB; nitrogen regulatory protein P-II 1	346	428	32	51
non-essential	glrRb2554_11	K07715 glrR; two-component system, NtrC family, response regulator GlrR	485	451	189	266
non-essential	glrRb2554_170	K07715 glrR; two-component system, NtrC family, response regulator GlrR	392	431	179	184
non-essential	glrRb2554_463	K07715 glrR; two-component system, NtrC family, response regulator GlrR	474	472	603	645
non-essential	glrRb2554_557	K07715 glrR; two-component system, NtrC family, response regulator GlrR	314	374	199	263
non-essential	glrRb2554_798	K07715 glrR; two-component system, NtrC family, response regulator GlrR	394	444	600	582
non-essential	glrRb2554_879	K07715 glrR; two-component system, NtrC family, response regulator GlrR	427	485	510	558
non-essential	glrRb2554_994	K07715 glrR; two-component system, NtrC family, response regulator GlrR	427	532	569	537
non-essential	glrRb2554_1169	K07715 glrR; two-component system, NtrC family, response regulator GlrR	635	727	754	836
non-essential	glrRb2554_1302	K07715 glrR; two-component system, NtrC family, response regulator GlrR	698	738	1056	1050
non-essential	qseGb2555_75	nan	523	574	123	206
non-essential	qseGb2555_173	nan	598	631	402	483
non-essential	qseGb2555_227	nan	470	515	585	656
non-essential	qseGb2555_373	nan	530	559	660	776
non-essential	qseGb2555_535	nan	691	694	104	169
non-essential	glrKb2556_25	K07711 glrK; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	429	493	18	32
non-essential	glrKb2556_256	K07711 glrK; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	583	621	908	942
non-essential	glrKb2556_324	K07711 glrK; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	642	686	1139	1052
non-essential	glrKb2556_545	K07711 glrK; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	489	474	524	589
non-essential	glrKb2556_699	K07711 glrK; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	414	475	29	70
non-essential	glrKb2556_909	K07711 glrK; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	558	620	320	483
non-essential	glrKb2556_1034	K07711 glrK; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	610	589	719	823
non-essential	glrKb2556_1144	K07711 glrK; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	398	430	618	608
non-essential	glrKb2556_1373	K07711 glrK; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]	430	424	580	610
non-essential	purLb2557_109	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	89	98	21	35
non-essential	purLb2557_754	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	250	278	71	97
non-essential	purLb2557_860	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	362	380	185	242
non-essential	purLb2557_1391	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	503	542	601	722
non-essential	purLb2557_1571	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	369	382	572	645
non-essential	purLb2557_2258	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	378	383	551	523
non-essential	purLb2557_2475	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	457	521	453	461
non-essential	purLb2557_3069	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	468	540	661	718
non-essential	purLb2557_3465	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	497	537	635	660
non-essential	purLb2557_3743	K01952 PFAS; phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	437	487	358	378
non-essential	mltFb2558_14	K18691 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	336	360	468	491
non-essential	mltFb2558_237	K18691 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	419	439	93	152
non-essential	mltFb2558_319	K18691 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	338	366	178	215
non-essential	mltFb2558_515	K18691 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	631	746	700	689
non-essential	mltFb2558_747	K18691 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	464	551	615	695
non-essential	mltFb2558_1067	K18691 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	487	575	145	177
non-essential	mltFb2558_1124	K18691 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	429	479	450	522
non-essential	mltFb2558_1327	K18691 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	315	299	243	300
non-essential	mltFb2558_1454	K18691 mltF; membrane-bound lytic murein transglycosylase F [EC:4.2.2.-]	263	290	153	171
essential	tadAb2559_2	K11991 tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	461	470	19	34
essential	tadAb2559_201	K11991 tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	408	430	332	374
essential	tadAb2559_375	K11991 tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	503	595	15	48
essential	tadAb2559_436	K11991 tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	271	298	255	284
non-essential	pgpCb2560_73	K18697 pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27]	279	327	279	330
non-essential	pgpCb2560_108	K18697 pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27]	346	386	477	511
non-essential	pgpCb2560_317	K18697 pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27]	504	518	742	758
non-essential	pgpCb2560_469	K18697 pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27]	461	554	41	67
non-essential	pgpCb2560_553	K18697 pgpC; phosphatidylglycerophosphatase C [EC:3.1.3.27]	441	417	134	166
non-essential	yfhHb2561_85	nan	549	605	798	879
non-essential	yfhHb2561_136	nan	598	625	850	851
non-essential	yfhHb2561_243	nan	445	463	344	471
non-essential	yfhHb2561_400	nan	323	383	323	448
non-essential	yfhHb2561_530	nan	421	430	429	549
non-essential	yfhHb2561_740	nan	563	646	708	766
non-essential	yfhHb2561_806	nan	426	472	396	503
non-essential	yfhLb2562_93	nan	373	422	557	521
non-essential	yfhLb2562_196	nan	480	486	27	37
non-essential	shoBb4687_44	K19154 shoB; small toxic protein ShoB	476	489	378	405
essential	acpSb2563_4	K00997 acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	436	460	31	35
essential	acpSb2563_200	K00997 acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	576	642	894	922
essential	acpSb2563_266	K00997 acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	435	463	611	665
non-essential	pdxJb2564_0	K03474 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]	574	615	29	77
non-essential	pdxJb2564_132	K03474 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]	567	593	583	590
non-essential	pdxJb2564_279	K03474 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]	501	559	624	650
non-essential	pdxJb2564_392	K03474 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]	602	669	614	723
non-essential	pdxJb2564_450	K03474 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]	518	555	35	59
non-essential	pdxJb2564_537	K03474 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]	529	537	492	519
non-essential	pdxJb2564_682	K03474 pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2]	608	567	141	266
non-essential	recOb2565_272	K03584 recO; DNA repair protein RecO (recombination protein O)	550	622	5	13
non-essential	recOb2565_329	K03584 recO; DNA repair protein RecO (recombination protein O)	489	570	125	181
non-essential	recOb2565_511	K03584 recO; DNA repair protein RecO (recombination protein O)	538	467	484	532
non-essential	recOb2565_543	K03584 recO; DNA repair protein RecO (recombination protein O)	600	624	11	34
non-essential	recOb2565_694	K03584 recO; DNA repair protein RecO (recombination protein O)	637	636	235	284
essential	erab2566_76	K03595 era; GTPase	519	566	110	197
essential	erab2566_488	K03595 era; GTPase	567	622	7	9
essential	erab2566_562	K03595 era; GTPase	409	393	120	179
essential	erab2566_704	K03595 era; GTPase	571	560	72	110
essential	erab2566_777	K03595 era; GTPase	552	575	17	50
essential	erab2566_820	K03595 era; GTPase	397	424	17	24
essential	rncb2567_41	K03685 rnc; ribonuclease III [EC:3.1.26.3]	331	365	18	37
essential	rncb2567_162	K03685 rnc; ribonuclease III [EC:3.1.26.3]	427	477	122	167
essential	rncb2567_279	K03685 rnc; ribonuclease III [EC:3.1.26.3]	514	568	865	808
essential	rncb2567_342	K03685 rnc; ribonuclease III [EC:3.1.26.3]	457	450	2	12
essential	rncb2567_460	K03685 rnc; ribonuclease III [EC:3.1.26.3]	574	587	50	85
essential	rncb2567_550	K03685 rnc; ribonuclease III [EC:3.1.26.3]	331	379	3	6
essential	lepBb2568_271	K03100 lepB; signal peptidase I [EC:3.4.21.89]	476	460	450	473
essential	lepBb2568_376	K03100 lepB; signal peptidase I [EC:3.4.21.89]	247	273	9	5
essential	lepBb2568_461	K03100 lepB; signal peptidase I [EC:3.4.21.89]	493	547	26	43
essential	lepBb2568_656	K03100 lepB; signal peptidase I [EC:3.4.21.89]	517	556	54	94
essential	lepBb2568_723	K03100 lepB; signal peptidase I [EC:3.4.21.89]	478	495	5	23
essential	lepBb2568_891	K03100 lepB; signal peptidase I [EC:3.4.21.89]	585	585	711	773
non-essential	lepAb2569_48	nan	362	430	340	395
non-essential	lepAb2569_198	nan	457	557	15	21
non-essential	lepAb2569_419	nan	671	687	646	766
non-essential	lepAb2569_659	nan	600	615	130	207
non-essential	lepAb2569_745	nan	578	618	165	251
non-essential	lepAb2569_947	nan	512	592	138	192
non-essential	lepAb2569_1192	nan	569	619	4	18
non-essential	lepAb2569_1410	nan	391	429	49	91
non-essential	lepAb2569_1580	nan	746	812	288	420
non-essential	lepAb2569_1707	nan	557	594	108	219
non-essential	rseCb2570_48	K03803 rseC; sigma-E factor negative regulatory protein RseC	556	643	64	118
non-essential	rseCb2570_144	K03803 rseC; sigma-E factor negative regulatory protein RseC	374	390	451	473
non-essential	rseCb2570_267	K03803 rseC; sigma-E factor negative regulatory protein RseC	501	544	205	329
non-essential	rseCb2570_393	K03803 rseC; sigma-E factor negative regulatory protein RseC	325	323	117	221
non-essential	rseBb2571_106	K03598 rseB; sigma-E factor negative regulatory protein RseB	710	694	102	150
non-essential	rseBb2571_147	K03598 rseB; sigma-E factor negative regulatory protein RseB	575	580	474	577
non-essential	rseBb2571_320	K03598 rseB; sigma-E factor negative regulatory protein RseB	495	574	822	789
non-essential	rseBb2571_359	K03598 rseB; sigma-E factor negative regulatory protein RseB	281	321	0	4
non-essential	rseBb2571_534	K03598 rseB; sigma-E factor negative regulatory protein RseB	497	505	424	561
non-essential	rseBb2571_688	K03598 rseB; sigma-E factor negative regulatory protein RseB	340	408	77	149
non-essential	rseBb2571_765	K03598 rseB; sigma-E factor negative regulatory protein RseB	471	526	7	9
non-essential	rseAb2572_6	K03597 rseA; sigma-E factor negative regulatory protein RseA	460	421	5	5
non-essential	rseAb2572_146	K03597 rseA; sigma-E factor negative regulatory protein RseA	494	513	9	19
non-essential	rseAb2572_351	K03597 rseA; sigma-E factor negative regulatory protein RseA	361	404	1	10
non-essential	rseAb2572_507	K03597 rseA; sigma-E factor negative regulatory protein RseA	623	696	36	52
non-essential	rseAb2572_617	K03597 rseA; sigma-E factor negative regulatory protein RseA	330	384	1	3
essential	rpoEb2573_3	K03088 rpoE; RNA polymerase sigma-70 factor, ECF subfamily	515	553	7	15
essential	rpoEb2573_284	K03088 rpoE; RNA polymerase sigma-70 factor, ECF subfamily	477	521	22	33
essential	rpoEb2573_378	K03088 rpoE; RNA polymerase sigma-70 factor, ECF subfamily	410	465	2	5
essential	rpoEb2573_526	K03088 rpoE; RNA polymerase sigma-70 factor, ECF subfamily	591	622	16	32
non-essential	nadBb2574_85	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	430	403	664	716
non-essential	nadBb2574_227	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	646	686	1036	1094
non-essential	nadBb2574_479	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	513	523	804	842
non-essential	nadBb2574_548	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	426	479	611	649
non-essential	nadBb2574_703	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	460	476	760	805
non-essential	nadBb2574_815	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	399	480	776	765
non-essential	nadBb2574_1065	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	438	490	610	691
non-essential	nadBb2574_1168	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	413	407	478	445
non-essential	nadBb2574_1405	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	411	492	676	647
non-essential	nadBb2574_1491	K00278 nadB; L-aspartate oxidase [EC:1.4.3.16]	425	442	541	579
non-essential	yfiCb2575_88	K15460 yfiC; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	513	551	487	571
non-essential	yfiCb2575_188	K15460 yfiC; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	540	609	258	294
non-essential	yfiCb2575_312	K15460 yfiC; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	488	519	2	8
non-essential	yfiCb2575_411	K15460 yfiC; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	681	845	671	796
non-essential	yfiCb2575_516	K15460 yfiC; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	447	460	563	586
non-essential	yfiCb2575_649	K15460 yfiC; tRNA1Val (adenine37-N6)-methyltransferase [EC:2.1.1.223]	417	404	592	650
non-essential	srmBb2576_21	K05590 srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	490	472	22	33
non-essential	srmBb2576_215	K05590 srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	595	600	708	723
non-essential	srmBb2576_401	K05590 srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	510	563	653	777
non-essential	srmBb2576_514	K05590 srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	502	558	693	647
non-essential	srmBb2576_753	K05590 srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	521	571	121	174
non-essential	srmBb2576_833	K05590 srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	492	558	83	103
non-essential	srmBb2576_1071	K05590 srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	583	618	49	53
non-essential	srmBb2576_1187	K05590 srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	606	667	40	47
non-essential	srmBb2576_1219	K05590 srmB; ATP-dependent RNA helicase SrmB [EC:3.6.4.13]	307	350	3	6
non-essential	yfiEb2577_97	nan	430	508	564	619
non-essential	yfiEb2577_136	nan	370	399	464	543
non-essential	yfiEb2577_196	nan	574	617	502	594
non-essential	yfiEb2577_381	nan	492	490	414	487
non-essential	yfiEb2577_420	nan	431	482	542	657
non-essential	yfiEb2577_550	nan	445	490	626	612
non-essential	yfiEb2577_648	nan	612	606	843	842
non-essential	yfiEb2577_726	nan	548	564	720	648
non-essential	yfiEb2577_848	nan	461	487	636	663
non-essential	eamBb2578_67	K11249 eamB; cysteine/O-acetylserine efflux protein	604	708	1072	1059
non-essential	eamBb2578_153	K11249 eamB; cysteine/O-acetylserine efflux protein	304	388	618	551
non-essential	eamBb2578_239	K11249 eamB; cysteine/O-acetylserine efflux protein	363	426	598	656
non-essential	eamBb2578_328	K11249 eamB; cysteine/O-acetylserine efflux protein	222	203	383	340
non-essential	eamBb2578_399	K11249 eamB; cysteine/O-acetylserine efflux protein	612	663	790	880
non-essential	eamBb2578_530	K11249 eamB; cysteine/O-acetylserine efflux protein	377	412	476	451
non-essential	grcAb2579_93	K06866 grcA; autonomous glycyl radical cofactor	628	652	1087	1142
non-essential	grcAb2579_138	K06866 grcA; autonomous glycyl radical cofactor	323	336	14	15
non-essential	grcAb2579_351	K06866 grcA; autonomous glycyl radical cofactor	451	474	467	429
non-essential	ungb2580_39	K03648 UNG; uracil-DNA glycosylase [EC:3.2.2.27]	545	551	568	615
non-essential	ungb2580_166	K03648 UNG; uracil-DNA glycosylase [EC:3.2.2.27]	422	484	529	569
non-essential	ungb2580_244	K03648 UNG; uracil-DNA glycosylase [EC:3.2.2.27]	21	14	2	5
non-essential	ungb2580_317	K03648 UNG; uracil-DNA glycosylase [EC:3.2.2.27]	321	361	393	404
non-essential	ungb2580_427	K03648 UNG; uracil-DNA glycosylase [EC:3.2.2.27]	428	398	478	560
non-essential	ungb2580_499	K03648 UNG; uracil-DNA glycosylase [EC:3.2.2.27]	466	463	180	255
non-essential	ungb2580_606	K03648 UNG; uracil-DNA glycosylase [EC:3.2.2.27]	530	585	1053	873
non-essential	yfiFb2581_6	K03214 yfiF; RNA methyltransferase, TrmH family [EC:2.1.1.-]	377	398	34	39
non-essential	yfiFb2581_112	K03214 yfiF; RNA methyltransferase, TrmH family [EC:2.1.1.-]	222	261	298	290
non-essential	yfiFb2581_255	K03214 yfiF; RNA methyltransferase, TrmH family [EC:2.1.1.-]	519	524	3	5
non-essential	yfiFb2581_402	K03214 yfiF; RNA methyltransferase, TrmH family [EC:2.1.1.-]	443	543	569	656
non-essential	yfiFb2581_475	K03214 yfiF; RNA methyltransferase, TrmH family [EC:2.1.1.-]	631	634	25	26
non-essential	yfiFb2581_588	K03214 yfiF; RNA methyltransferase, TrmH family [EC:2.1.1.-]	512	510	321	360
non-essential	yfiFb2581_762	K03214 yfiF; RNA methyltransferase, TrmH family [EC:2.1.1.-]	396	372	78	83
non-essential	yfiFb2581_925	K03214 yfiF; RNA methyltransferase, TrmH family [EC:2.1.1.-]	390	413	430	465
non-essential	yfiFb2581_999	K03214 yfiF; RNA methyltransferase, TrmH family [EC:2.1.1.-]	343	375	84	148
non-essential	trxCb2582_98	K03672 trxC; thioredoxin 2 [EC:1.8.1.8]	529	508	324	371
non-essential	trxCb2582_131	K03672 trxC; thioredoxin 2 [EC:1.8.1.8]	672	703	88	329
non-essential	trxCb2582_387	K03672 trxC; thioredoxin 2 [EC:1.8.1.8]	540	620	484	769
non-essential	yfiPb2583_91	K05812 yfiP; DTW domain-containing protein	429	428	92	129
non-essential	yfiPb2583_153	K05812 yfiP; DTW domain-containing protein	319	364	52	101
non-essential	yfiPb2583_227	K05812 yfiP; DTW domain-containing protein	411	440	303	380
non-essential	yfiPb2583_424	K05812 yfiP; DTW domain-containing protein	498	561	206	297
non-essential	yfiPb2583_539	K05812 yfiP; DTW domain-containing protein	25	14	35	33
non-essential	yfiPb2583_656	K05812 yfiP; DTW domain-containing protein	652	661	799	856
non-essential	patZb2584_214	K09181 yfiQ; acetyltransferase	329	376	332	417
non-essential	patZb2584_281	K09181 yfiQ; acetyltransferase	470	498	621	788
non-essential	patZb2584_561	K09181 yfiQ; acetyltransferase	417	501	888	741
non-essential	patZb2584_1030	K09181 yfiQ; acetyltransferase	553	568	815	812
non-essential	patZb2584_1165	K09181 yfiQ; acetyltransferase	569	594	824	961
non-essential	patZb2584_1446	K09181 yfiQ; acetyltransferase	642	668	871	977
non-essential	patZb2584_1639	K09181 yfiQ; acetyltransferase	542	574	918	928
non-essential	patZb2584_2132	K09181 yfiQ; acetyltransferase	454	534	794	790
non-essential	patZb2584_2400	K09181 yfiQ; acetyltransferase	423	446	419	533
non-essential	patZb2584_2464	K09181 yfiQ; acetyltransferase	301	389	534	476
essential	pssAb2585_14	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	545	562	539	626
essential	pssAb2585_197	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	446	401	608	687
essential	pssAb2585_358	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	351	394	59	98
essential	pssAb2585_426	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	261	271	0	3
essential	pssAb2585_565	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	385	424	24	33
essential	pssAb2585_805	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	535	538	17	37
essential	pssAb2585_914	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	560	605	858	895
essential	pssAb2585_1066	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	662	722	899	905
essential	pssAb2585_1150	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	428	404	508	508
essential	pssAb2585_1239	K00998 pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	572	591	136	201
non-essential	yfiMb2586_148	K05811 yfiM; putative lipoprotein	432	463	631	682
non-essential	kgtPb2587_113	K03761 kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	602	587	295	320
non-essential	kgtPb2587_381	K03761 kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	451	503	52	87
non-essential	kgtPb2587_484	K03761 kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	570	603	9	14
non-essential	kgtPb2587_632	K03761 kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	415	431	5	10
non-essential	kgtPb2587_762	K03761 kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	427	454	3	12
non-essential	kgtPb2587_875	K03761 kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	472	487	4	11
non-essential	kgtPb2587_973	K03761 kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	626	666	436	559
non-essential	kgtPb2587_1129	K03761 kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	345	343	5	14
non-essential	kgtPb2587_1195	K03761 kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease	448	552	77	86
non-essential	clpBb2592_8	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	384	428	142	179
non-essential	clpBb2592_417	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	483	479	109	171
non-essential	clpBb2592_764	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	447	552	158	282
non-essential	clpBb2592_1003	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	448	476	316	429
non-essential	clpBb2592_1202	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	360	389	1	0
non-essential	clpBb2592_1370	K03695 clpB; ATP-dependent Clp protease ATP-binding subunit ClpB	311	280	13	15
